latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
20.57268,-100.52155,324.57,1.06,1.03,2025-04-07,2059,A,34,6.1NRT,309.57,7.23,D
34.09227,-107.9456,321.95,1.62,1.25,2025-04-07,2101,A,56,6.1NRT,304.91,19.38,D
20.58006,-101.17382,328.56,1.13,1.06,2025-04-07,2059,A,58,6.1NRT,315.67,13.91,D
20.15936,-105.04034,323.23,2.03,1.39,2025-04-07,2059,A,69,6.1NRT,302.23,38.87,D
34.08892,-107.96284,322.8,1.62,1.25,2025-04-07,2101,A,65,6.1NRT,305.74,21.29,D
36.35727,-95.41488,304.86,2.18,1.43,2025-04-07,2104,A,49,6.1NRT,294.31,10.48,D
20.15166,-105.04545,322.16,2.03,1.39,2025-04-07,2059,A,67,6.1NRT,302.31,35.99,D
20.6852,-102.23374,334.39,1.28,1.12,2025-04-07,2059,A,79,6.1NRT,314.46,26.05,D
36.08318,-98.70503,315.9,1.35,1.15,2025-04-07,2104,A,66,6.1NRT,297.72,14.38,D
21.47946,-98.39731,322.74,1.01,1.01,2025-04-07,2059,A,50,6.1NRT,300.99,11.35,D
36.39119,-95.95557,307.93,2.01,1.38,2025-04-07,2104,A,53,6.1NRT,295.82,12.23,D
36.24646,-99.59158,322,1.23,1.1,2025-04-07,2104,A,74,6.1NRT,301.57,16.81,D
21.90316,-98.13778,316.65,1.03,1.01,2025-04-07,2059,A,57,6.1NRT,302.16,6.38,D
36.2449,-99.60484,318.25,1.22,1.1,2025-04-07,2104,A,68,6.1NRT,303.06,11.94,D
21.90181,-98.14748,319.04,1.03,1.01,2025-04-07,2059,A,64,6.1NRT,303.14,8.36,D
22.02736,-98.95669,316.3,1,1,2025-04-07,2059,A,38,6.1NRT,303.5,4.84,D
36.33128,-99.47569,315.92,1.24,1.11,2025-04-07,2104,A,63,6.1NRT,301.64,9.29,D
36.69053,-96.05785,307.62,2,1.38,2025-04-07,2104,A,53,6.1NRT,295.07,9.98,D
21.17504,-104.61327,330.65,1.8,1.32,2025-04-07,2059,A,72,6.1NRT,317.05,29.97,D
21.15028,-104.9359,330.45,1.9,1.35,2025-04-07,2059,A,79,6.1NRT,306,53.49,D
36.70267,-96.05952,307.65,2,1.38,2025-04-07,2104,A,57,6.1NRT,295.73,10.43,D
36.68994,-96.46507,314.57,1.88,1.34,2025-04-07,2104,A,42,6.1NRT,295.34,19.94,D
21.23462,-104.84827,326.1,1.87,1.34,2025-04-07,2059,A,52,6.1NRT,307.83,35.3,D
22.33527,-98.40659,319.1,1.02,1.01,2025-04-07,2059,A,62,6.1NRT,305.45,5.02,D
36.70177,-96.46655,359.36,1.88,1.34,2025-04-07,2104,A,99,6.1NRT,298.44,200.03,D
36.69981,-96.4872,317.78,1.87,1.34,2025-04-07,2104,A,60,6.1NRT,296.38,26.16,D
22.30048,-99.05064,330.75,1,1,2025-04-07,2059,A,70,6.1NRT,310.63,16.44,D
36.69207,-96.56879,319.33,1.85,1.33,2025-04-07,2104,A,76,6.1NRT,296.94,30.59,D
22.47538,-97.93603,318.02,1.05,1.02,2025-04-07,2059,A,49,6.1NRT,302.66,8.32,D
36.69921,-96.45248,335.29,1.89,1.34,2025-04-07,2104,A,77,6.1NRT,294.56,77.84,D
21.92083,-102.22775,343.78,1.22,1.1,2025-04-07,2059,A,89,6.1NRT,314.55,43.07,D
36.6974,-96.47311,353.33,1.88,1.34,2025-04-07,2104,A,97,6.1NRT,298.65,162.96,D
22.31705,-101.08584,333,1.07,1.03,2025-04-07,2059,A,77,6.1NRT,310.29,19.48,D
36.69017,-96.55502,309.25,1.86,1.33,2025-04-07,2104,A,25,6.1NRT,295.32,10.26,D
22.31547,-101.09601,355.93,1.08,1.04,2025-04-07,2059,A,97,6.1NRT,311.03,67.45,D
36.68837,-96.57533,310.48,1.85,1.33,2025-04-07,2104,A,31,6.1NRT,296.58,12.38,D
22.32548,-101.09398,350.87,1.07,1.03,2025-04-07,2059,A,95,6.1NRT,315.41,54.35,D
22.32385,-101.10421,327.21,1.08,1.04,2025-04-07,2059,A,56,6.1NRT,310.44,10.88,D
36.71362,-96.55862,312.05,1.86,1.33,2025-04-07,2104,A,45,6.1NRT,296.23,15.41,D
22.72917,-99.33763,324.81,1,1,2025-04-07,2059,A,60,6.1NRT,305.97,10.83,D
36.87979,-95.82463,313.2,2.08,1.4,2025-04-07,2104,A,69,6.1NRT,295,23.21,D
22.74393,-99.35951,331.84,1,1,2025-04-07,2059,A,76,6.1NRT,307.7,19.02,D
36.97225,-95.48152,314.75,2.19,1.44,2025-04-07,2104,A,26,6.1NRT,293.98,27.06,D
22.74255,-99.36895,332.23,1,1,2025-04-07,2059,A,80,6.1NRT,305.56,20.82,D
36.97021,-95.50536,341.61,2.19,1.43,2025-04-07,2104,A,92,6.1NRT,296.3,130.67,D
36.97557,-95.46513,312.39,2.2,1.44,2025-04-07,2104,A,69,6.1NRT,293.13,26.37,D
23.03936,-98.32388,364.08,1.04,1.02,2025-04-07,2059,A,100,6.1NRT,306.59,95.52,D
36.97367,-95.48904,319.22,2.19,1.44,2025-04-07,2104,A,77,6.1NRT,294.33,44.05,D
23.03802,-98.33361,344.42,1.04,1.02,2025-04-07,2059,A,92,6.1NRT,304.79,45.6,D
23.26992,-98.3849,311.88,1.04,1.02,2025-04-07,2059,A,34,6.1NRT,294.79,7.6,D
36.97176,-95.51291,338,2.19,1.43,2025-04-07,2104,A,90,6.1NRT,296.65,115.01,D
23.26855,-98.39474,322.11,1.04,1.02,2025-04-07,2059,A,74,6.1NRT,297.29,17.01,D
36.8306,-97.95374,341.76,1.53,1.22,2025-04-07,2104,A,91,6.1NRT,298.73,76.77,D
23.29272,-98.36475,312.42,1.04,1.02,2025-04-07,2059,A,48,6.1NRT,295.7,7.9,D
36.82894,-97.9704,310.1,1.53,1.22,2025-04-07,2104,A,48,6.1NRT,295.53,8.01,D
23.45832,-98.09068,332.9,1.06,1.03,2025-04-07,2059,A,85,6.1NRT,307.18,26.33,D
36.84133,-97.95541,329,1.53,1.22,2025-04-07,2104,A,83,6.1NRT,297.85,41.03,D
36.90295,-97.67046,316.94,1.59,1.24,2025-04-07,2104,A,71,6.1NRT,298.44,20.01,D
23.53938,-98.24371,354.68,1.05,1.02,2025-04-07,2059,A,97,6.1NRT,310.76,67.14,D
36.9012,-97.6879,314.41,1.59,1.24,2025-04-07,2104,A,66,6.1NRT,298.44,15.49,D
23.7794,-98.37231,328.98,1.04,1.02,2025-04-07,2059,A,47,6.1NRT,314.79,14.98,D
36.85975,-98.09357,320,1.5,1.21,2025-04-07,2104,A,74,6.1NRT,299.26,19.35,D
23.78835,-98.37376,330.55,1.04,1.02,2025-04-07,2059,A,35,6.1NRT,312.27,17.22,D
36.87039,-98.09518,316.31,1.5,1.21,2025-04-07,2104,A,58,6.1NRT,298.91,12.95,D
36.86865,-98.11177,315.53,1.5,1.21,2025-04-07,2104,A,42,6.1NRT,300.55,11.32,D
37.13543,-95.39145,313.89,2.23,1.45,2025-04-07,2104,A,59,6.1NRT,293.92,30.65,D
37.15025,-95.36845,308.37,2.24,1.45,2025-04-07,2104,A,46,6.1NRT,292.85,18.84,D
37.14821,-95.39294,320.51,2.23,1.45,2025-04-07,2104,A,78,6.1NRT,293.11,50.73,D
37.01638,-96.8621,314.92,1.79,1.31,2025-04-07,2104,A,70,6.1NRT,295.74,20.44,D
37.01451,-96.88165,309.63,1.79,1.31,2025-04-07,2104,A,41,6.1NRT,296.18,10.63,D
37.08409,-96.26722,308.34,1.96,1.37,2025-04-07,2104,A,59,6.1NRT,294.15,12.65,D
37.13797,-95.3746,318.6,2.24,1.45,2025-04-07,2104,A,66,6.1NRT,293.29,43.17,D
37.0256,-96.87043,312.8,1.79,1.31,2025-04-07,2104,A,28,6.1NRT,296.15,15.58,D
37.06604,-96.54987,323.96,1.88,1.34,2025-04-07,2104,A,79,6.1NRT,297.21,39.97,D
37.10008,-96.29881,331.45,1.95,1.36,2025-04-07,2104,A,86,6.1NRT,294.95,69.53,D
37.11209,-96.30044,317.82,1.95,1.36,2025-04-07,2104,A,75,6.1NRT,293.85,30.78,D
37.09151,-96.53246,327.6,1.89,1.34,2025-04-07,2104,A,83,6.1NRT,296.87,50.82,D
37.16821,-96.35135,315.79,1.94,1.36,2025-04-07,2104,A,72,6.1NRT,293.41,26.24,D
37.14884,-96.35388,312.75,1.94,1.36,2025-04-07,2104,A,38,6.1NRT,293.87,18.78,D
37.1608,-96.35563,320.16,1.94,1.36,2025-04-07,2104,A,77,6.1NRT,294.23,36.82,D
37.21742,-96.89081,311.61,1.8,1.31,2025-04-07,2104,A,63,6.1NRT,296.51,13.65,D
37.25762,-96.83637,322.04,1.81,1.32,2025-04-07,2104,A,78,6.1NRT,297.03,36.81,D
37.25577,-96.85633,313.5,1.81,1.32,2025-04-07,2104,A,63,6.1NRT,296.68,17.45,D
37.32106,-96.53563,338.87,1.9,1.35,2025-04-07,2104,A,84,6.1NRT,296.4,88.09,D
37.31912,-96.55658,324.2,1.89,1.34,2025-04-07,2104,A,17,6.1NRT,296.22,38.34,D
37.3825,-95.99202,316.12,2.06,1.4,2025-04-07,2104,A,55,6.1NRT,292.46,32.55,D
37.3329,-96.53743,327.68,1.9,1.35,2025-04-07,2104,A,44,6.1NRT,297.15,47.62,D
37.31463,-96.53998,328.3,1.9,1.35,2025-04-07,2104,A,36,6.1NRT,294.44,49.9,D
37.32647,-96.54176,338.09,1.9,1.35,2025-04-07,2104,A,90,6.1NRT,298.09,85.57,D
37.34202,-96.50096,312.83,1.91,1.35,2025-04-07,2104,A,17,6.1NRT,293.16,17.55,D
37.34016,-96.52231,319.64,1.9,1.35,2025-04-07,2104,A,45,6.1NRT,296.53,30.2,D
37.14001,-98.60327,326.14,1.42,1.18,2025-04-07,2104,A,79,6.1NRT,302.35,27.81,D
37.15201,-98.58929,321.19,1.42,1.18,2025-04-07,2104,A,72,6.1NRT,301.4,20.29,D
37.15036,-98.60494,329.94,1.42,1.18,2025-04-07,2104,A,83,6.1NRT,304.39,36.43,D
37.32591,-97.07021,312.92,1.76,1.3,2025-04-07,2104,A,65,6.1NRT,297.59,15.29,D
37.39948,-96.531,352.73,1.9,1.35,2025-04-07,2104,A,97,6.1NRT,297.3,158.62,D
37.39756,-96.55195,342.43,1.9,1.35,2025-04-07,2104,A,92,6.1NRT,297.33,104.83,D
37.35806,-96.97631,311.1,1.78,1.31,2025-04-07,2104,A,61,6.1NRT,297.09,12.82,D
37.36917,-96.96528,310.12,1.79,1.31,2025-04-07,2104,A,47,6.1NRT,296.81,10.49,D
37.45639,-96.65147,310.07,1.87,1.34,2025-04-07,2104,A,60,6.1NRT,295.84,12.85,D
37.45452,-96.67209,318.39,1.87,1.34,2025-04-07,2104,A,74,6.1NRT,295.94,29.62,D
37.44023,-96.95539,310.17,1.79,1.31,2025-04-07,2104,A,59,6.1NRT,295.85,10.79,D
37.43839,-96.97501,314.14,1.79,1.31,2025-04-07,2104,A,67,6.1NRT,296.76,18.02,D
37.47308,-97.31711,320.21,1.7,1.28,2025-04-07,2104,A,75,6.1NRT,298.05,24.98,D
37.67388,-95.29328,305.8,2.3,1.47,2025-04-07,2104,A,52,6.1NRT,292.67,14.74,D
37.60641,-96.10798,307.11,2.04,1.39,2025-04-07,2104,A,54,6.1NRT,294.01,13.04,D
37.57783,-96.56832,310.97,1.9,1.35,2025-04-07,2104,A,32,6.1NRT,294.15,14.14,D
37.30533,-99.41499,323.65,1.29,1.13,2025-04-07,2104,A,75,6.1NRT,304.69,17.46,D
37.30615,-99.4222,321.23,1.29,1.13,2025-04-07,2104,A,65,6.1NRT,305.14,13.48,D
37.60025,-96.53617,309.08,1.91,1.35,2025-04-07,2104,A,31,6.1NRT,295.21,11.64,D
37.78431,-95.05175,315.65,2.4,1.49,2025-04-07,2104,A,64,6.1NRT,292.88,42.61,D
37.63535,-96.81331,308.75,1.84,1.33,2025-04-07,2104,A,56,6.1NRT,295.91,11.08,D
37.74047,-95.75745,312.52,2.15,1.43,2025-04-07,2104,A,68,6.1NRT,292.02,27.5,D
37.67782,-96.61066,307.15,1.9,1.35,2025-04-07,2104,A,50,6.1NRT,294.13,10.93,D
37.74081,-95.76241,309.22,2.15,1.43,2025-04-07,2104,A,62,6.1NRT,291.86,18.22,D
37.68321,-96.61649,308.15,1.9,1.35,2025-04-07,2104,A,55,6.1NRT,293.94,12.5,D
37.7804,-95.74363,305.37,2.16,1.43,2025-04-07,2104,A,49,6.1NRT,293.17,12.11,D
37.7424,-96.20652,309.09,2.02,1.38,2025-04-07,2104,A,60,6.1NRT,294.04,15.3,D
37.79385,-95.88902,316.02,2.12,1.41,2025-04-07,2104,A,69,6.1NRT,293.24,34.07,D
37.81926,-96.03312,325.91,2.07,1.4,2025-04-07,2104,A,76,6.1NRT,295.58,53.43,D
37.81054,-96.03954,327.07,2.07,1.4,2025-04-07,2104,A,48,6.1NRT,295.82,55.02,D
37.9082,-95.76774,305.83,2.16,1.43,2025-04-07,2104,A,51,6.1NRT,293.44,12.09,D
37.82875,-96.68634,315.02,1.89,1.34,2025-04-07,2104,A,70,6.1NRT,292.71,26.62,D
37.82687,-96.70715,326.85,1.88,1.34,2025-04-07,2104,A,82,6.1NRT,294.05,55.92,D
37.86201,-96.58463,322.21,1.91,1.35,2025-04-07,2104,A,79,6.1NRT,292.95,39.06,D
37.86008,-96.60574,314.42,1.91,1.35,2025-04-07,2104,A,58,6.1NRT,292.85,22.4,D
37.8759,-96.56467,331,1.92,1.35,2025-04-07,2104,A,66,6.1NRT,295.69,60.84,D
37.86707,-96.59051,324.95,1.91,1.35,2025-04-07,2104,A,77,6.1NRT,293.01,44.84,D
37.88268,-96.54903,335.29,1.93,1.36,2025-04-07,2104,A,88,6.1NRT,296.31,78.53,D
37.88081,-96.57071,339.59,1.92,1.35,2025-04-07,2104,A,91,6.1NRT,296.16,93.48,D
37.9473,-95.92182,323.6,2.12,1.41,2025-04-07,2104,A,81,6.1NRT,294.67,52.76,D
37.94539,-95.94529,311.11,2.11,1.41,2025-04-07,2104,A,43,6.1NRT,293.88,18.45,D
37.86778,-96.98722,314.1,1.81,1.32,2025-04-07,2104,A,68,6.1NRT,295.76,19.16,D
37.96124,-96.20335,314,2.03,1.39,2025-04-07,2104,A,70,6.1NRT,293.94,26.97,D
37.97776,-96.29691,352.24,2,1.38,2025-04-07,2104,A,97,6.1NRT,296.12,171.71,D
38.01804,-95.97843,333.42,2.1,1.41,2025-04-07,2104,A,87,6.1NRT,295.83,85.07,D
37.9899,-96.29863,337.59,2,1.38,2025-04-07,2104,A,70,6.1NRT,294.99,90.71,D
38.00869,-95.98463,313.62,2.1,1.41,2025-04-07,2104,A,52,6.1NRT,294.12,22.76,D
37.98454,-96.2826,344.35,2.01,1.38,2025-04-07,2104,A,93,6.1NRT,295.19,125.69,D
37.98269,-96.305,352.41,2,1.38,2025-04-07,2104,A,91,6.1NRT,296.38,170.2,D
38.02297,-95.96312,310.58,2.11,1.41,2025-04-07,2104,A,46,6.1NRT,294.37,16.84,D
37.99484,-96.30669,323.87,2,1.38,2025-04-07,2104,A,71,6.1NRT,294.71,46.21,D
37.9454,-96.88249,378.1,1.84,1.33,2025-04-07,2104,A,87,6.1NRT,300.09,345.61,D
37.94359,-96.90293,326.67,1.83,1.33,2025-04-07,2104,A,77,6.1NRT,295.75,49.75,D
37.98603,-96.82599,311.4,1.86,1.33,2025-04-07,2104,A,63,6.1NRT,293.55,15.39,D
37.98418,-96.84653,409.31,1.85,1.33,2025-04-07,2104,A,100,6.1NRT,303.48,761.02,D
37.98232,-96.86703,335.25,1.85,1.33,2025-04-07,2104,A,88,6.1NRT,296.49,76.4,D
38.06691,-96.03911,306.57,2.09,1.41,2025-04-07,2104,A,53,6.1NRT,293.56,11.27,D
38.03379,-96.42429,310.82,1.97,1.37,2025-04-07,2104,A,63,6.1NRT,292.96,17.22,D
37.99777,-96.82767,367.37,1.86,1.33,2025-04-07,2104,A,100,6.1NRT,297.53,255.35,D
37.9959,-96.84821,418.94,1.85,1.33,2025-04-07,2104,A,100,6.1NRT,310.64,939.91,D
37.99403,-96.86872,329.99,1.85,1.33,2025-04-07,2104,A,85,6.1NRT,296.07,58.24,D
37.26774,-103.10729,343.02,1,1,2025-04-07,2104,A,91,6.1NRT,305.13,40.24,D
37.27645,-103.10929,327.91,1,1,2025-04-07,2104,A,80,6.1NRT,302.36,17.83,D
37.27487,-103.1202,318.3,1,1,2025-04-07,2104,A,57,6.1NRT,303.74,7.59,D
38.16993,-95.25574,324.72,2.35,1.48,2025-04-07,2104,A,82,6.1NRT,292.84,67.19,D
38.03297,-96.83279,314.83,1.86,1.33,2025-04-07,2104,A,69,6.1NRT,294.02,21.63,D
38.16863,-95.23421,307.89,2.36,1.48,2025-04-07,2104,A,60,6.1NRT,292.23,20.31,D
38.16669,-95.26046,320.64,2.35,1.48,2025-04-07,2104,A,78,6.1NRT,292.45,56.21,D
38.15971,-96.14999,319.45,2.06,1.4,2025-04-07,2104,A,77,6.1NRT,294.81,38.54,D
38.16032,-96.42435,316.6,1.98,1.37,2025-04-07,2104,A,38,6.1NRT,295.22,24.3,D
38.15834,-96.44645,316.14,1.97,1.37,2025-04-07,2104,A,30,6.1NRT,295.22,23.39,D
38.16543,-96.13509,310.94,2.07,1.4,2025-04-07,2104,A,37,6.1NRT,294.53,16.24,D
38.1636,-96.15803,319.56,2.06,1.4,2025-04-07,2104,A,77,6.1NRT,294.88,37,D
38.15369,-96.43092,313.23,1.98,1.37,2025-04-07,2104,A,36,6.1NRT,294.69,17.59,D
38.16578,-96.43248,313.93,1.98,1.37,2025-04-07,2104,A,51,6.1NRT,295.02,19.56,D
38.24452,-95.61287,318.43,2.23,1.45,2025-04-07,2104,A,76,6.1NRT,292.93,43.59,D
38.2426,-95.63761,311.92,2.23,1.45,2025-04-07,2104,A,59,6.1NRT,293.48,25.52,D
38.01777,-98.27807,318.31,1.52,1.22,2025-04-07,2104,A,71,6.1NRT,297.09,19.22,D
38.26099,-95.88635,321.07,2.15,1.42,2025-04-07,2104,A,79,6.1NRT,293.3,46.33,D
38.25902,-95.91026,312.58,2.14,1.42,2025-04-07,2104,A,69,6.1NRT,294.28,24.05,D
38.1743,-96.88617,313.29,1.85,1.33,2025-04-07,2104,A,67,6.1NRT,294.1,19.21,D
38.17242,-96.90675,317.61,1.85,1.33,2025-04-07,2104,A,73,6.1NRT,294.35,27.95,D
38.15938,-97.04895,312.42,1.81,1.32,2025-04-07,2104,A,65,6.1NRT,295.7,16.98,D
38.15753,-97.06897,326.47,1.8,1.32,2025-04-07,2104,A,82,6.1NRT,296.54,49.16,D
38.19934,-96.74168,310.47,1.89,1.34,2025-04-07,2104,A,55,6.1NRT,293.24,14.56,D
38.19743,-96.7627,311.73,1.89,1.34,2025-04-07,2104,A,31,6.1NRT,293.78,14.86,D
38.19364,-96.80446,318.05,1.87,1.34,2025-04-07,2104,A,74,6.1NRT,293.87,28.38,D
38.29214,-95.81725,306.59,2.17,1.43,2025-04-07,2104,A,42,6.1NRT,292.01,14.23,D
38.20477,-96.74802,317.01,1.89,1.34,2025-04-07,2104,A,63,6.1NRT,293.45,25.38,D
38.29212,-95.82261,305.6,2.17,1.43,2025-04-07,2104,A,39,6.1NRT,292.22,12.04,D
38.08296,-98.72824,316.44,1.43,1.18,2025-04-07,2104,A,67,6.1NRT,297.94,16.53,D
38.42339,-95.30358,309.57,2.35,1.48,2025-04-07,2104,A,64,6.1NRT,291.23,21.49,D
38.42132,-95.32971,306.23,2.34,1.48,2025-04-07,2104,A,52,6.1NRT,291.56,12.75,D
38.32299,-96.63522,310.1,1.93,1.36,2025-04-07,2104,A,62,6.1NRT,295.71,10.83,D
38.42201,-95.31057,313.03,2.35,1.48,2025-04-07,2104,A,70,6.1NRT,291.41,30.49,D
38.14614,-98.59818,309.71,1.46,1.19,2025-04-07,2104,A,43,6.1NRT,297.41,6.65,D
38.42585,-95.77269,310.39,2.19,1.44,2025-04-07,2104,A,65,6.1NRT,292.6,19.81,D
38.43851,-95.77439,333.52,2.19,1.44,2025-04-07,2104,A,88,6.1NRT,293.64,94.05,D
38.43654,-95.79895,336.95,2.19,1.43,2025-04-07,2104,A,90,6.1NRT,294.65,109.31,D
38.42284,-95.96803,315.25,2.13,1.42,2025-04-07,2104,A,72,6.1NRT,294.9,29.97,D
38.4209,-95.99168,310.36,2.12,1.42,2025-04-07,2104,A,65,6.1NRT,293.23,18.31,D
38.45118,-95.776,310.23,2.19,1.44,2025-04-07,2104,A,65,6.1NRT,293.17,19.6,D
38.36391,-96.799,311.55,1.89,1.34,2025-04-07,2104,A,58,6.1NRT,293.27,15.86,D
38.36202,-96.82004,315.48,1.88,1.34,2025-04-07,2104,A,71,6.1NRT,294.57,23.36,D
38.47489,-95.95055,321.93,2.14,1.42,2025-04-07,2104,A,79,6.1NRT,294.51,45.66,D
38.47547,-95.95591,322.68,2.14,1.42,2025-04-07,2104,A,80,6.1NRT,294.81,50.71,D
38.62056,-95.42616,310.95,2.32,1.47,2025-04-07,2104,A,68,6.1NRT,291.29,27.36,D
38.58368,-96.21566,311.98,2.07,1.4,2025-04-07,2104,A,68,6.1NRT,293.52,21.9,D
38.48795,-97.30379,312.49,1.76,1.3,2025-04-07,2104,A,66,6.1NRT,294.63,17.68,D
38.54605,-96.79417,320.26,1.9,1.35,2025-04-07,2104,A,77,6.1NRT,293.31,33.08,D
38.54415,-96.81548,328.25,1.89,1.34,2025-04-07,2104,A,84,6.1NRT,295.21,55.6,D
38.57712,-96.57978,309.7,1.96,1.37,2025-04-07,2104,A,55,6.1NRT,292.66,15.59,D
38.55791,-96.79581,342.06,1.9,1.35,2025-04-07,2104,A,92,6.1NRT,295.85,106.39,D
38.556,-96.8171,341.76,1.89,1.34,2025-04-07,2104,A,92,6.1NRT,295.29,105.78,D
38.55408,-96.83831,314.21,1.89,1.34,2025-04-07,2104,A,53,6.1NRT,293.75,19.76,D
38.5872,-96.60342,306.97,1.95,1.36,2025-04-07,2104,A,9,6.1NRT,292.34,10.39,D
38.59724,-96.627,310.1,1.95,1.36,2025-04-07,2104,A,60,6.1NRT,292.27,16.24,D
38.53755,-97.27103,322.71,1.77,1.3,2025-04-07,2104,A,79,6.1NRT,294.47,38.64,D
38.56326,-96.80208,328.84,1.9,1.35,2025-04-07,2104,A,84,6.1NRT,295.86,58.15,D
38.59144,-96.60955,308.5,1.95,1.36,2025-04-07,2104,A,53,6.1NRT,292.62,13.65,D
38.58961,-96.63154,310.16,1.95,1.36,2025-04-07,2104,A,64,6.1NRT,293.13,16.81,D
38.54551,-97.27789,341.99,1.77,1.3,2025-04-07,2104,A,92,6.1NRT,295.88,100.73,D
38.7337,-95.62734,305.63,2.26,1.46,2025-04-07,2104,A,37,6.1NRT,291.9,12.74,D
38.74654,-95.62893,314.82,2.26,1.46,2025-04-07,2104,A,73,6.1NRT,292.57,35.79,D
38.70694,-96.26126,310.88,2.06,1.4,2025-04-07,2104,A,67,6.1NRT,293.77,20.46,D
38.70496,-96.28439,308.83,2.05,1.39,2025-04-07,2104,A,62,6.1NRT,292.36,15.1,D
38.74147,-96.00323,329.47,2.14,1.42,2025-04-07,2104,A,85,6.1NRT,294.23,74.01,D
38.74669,-95.63667,310.18,2.26,1.46,2025-04-07,2104,A,55,6.1NRT,292.28,22.07,D
38.71081,-96.26939,312.08,2.06,1.4,2025-04-07,2104,A,69,6.1NRT,292.88,22.21,D
38.75521,-95.86485,307.09,2.19,1.43,2025-04-07,2104,A,60,6.1NRT,292.63,13.98,D
38.74572,-95.98693,312.26,2.15,1.42,2025-04-07,2104,A,70,6.1NRT,293.08,24.94,D
38.74381,-96.01122,322.48,2.14,1.42,2025-04-07,2104,A,80,6.1NRT,293.65,53.45,D
38.73249,-96.15418,312,2.09,1.41,2025-04-07,2104,A,61,6.1NRT,292.28,20.93,D
38.7449,-96.15586,340.81,2.09,1.41,2025-04-07,2104,A,92,6.1NRT,294.42,120.17,D
38.74299,-96.17945,314.71,2.09,1.41,2025-04-07,2104,A,72,6.1NRT,293.81,25.42,D
38.7276,-96.6579,321.26,1.95,1.36,2025-04-07,2104,A,79,6.1NRT,293.62,38.81,D
38.72572,-96.6797,315.17,1.94,1.36,2025-04-07,2104,A,60,6.1NRT,294.56,23.51,D
38.73961,-96.6594,325.13,1.95,1.36,2025-04-07,2104,A,79,6.1NRT,294.04,48.08,D
38.78072,-96.32537,307.15,2.04,1.39,2025-04-07,2104,A,53,6.1NRT,291.38,12.63,D
38.77876,-96.34834,306.86,2.04,1.39,2025-04-07,2104,A,52,6.1NRT,291.54,12,D
38.78313,-96.33066,311.21,2.04,1.39,2025-04-07,2104,A,60,6.1NRT,291.51,19.31,D
38.80835,-96.1693,305.37,2.09,1.41,2025-04-07,2104,A,46,6.1NRT,292.14,9.14,D
38.78362,-96.62623,316.21,1.96,1.37,2025-04-07,2104,A,73,6.1NRT,292.38,28.43,D
38.79565,-96.62789,314.82,1.96,1.37,2025-04-07,2104,A,71,6.1NRT,292.28,25.36,D
38.79461,-96.7819,307.71,1.91,1.35,2025-04-07,2104,A,56,6.1NRT,294.09,11.57,D
38.79275,-96.80341,390.47,1.91,1.35,2025-04-07,2104,A,100,6.1NRT,302.03,508.9,D
38.79089,-96.82484,328.09,1.9,1.35,2025-04-07,2104,A,84,6.1NRT,295.76,58.52,D
37.99622,-103.69492,317.33,1,1,2025-04-07,2104,A,39,6.1NRT,306.16,6.01,D
38.82691,-96.95825,312.66,1.87,1.34,2025-04-07,2104,A,67,6.1NRT,294.05,19.77,D
38.88961,-96.39092,344.53,2.03,1.39,2025-04-07,2104,A,93,6.1NRT,294.12,135.46,D
38.8876,-96.41391,321.45,2.02,1.39,2025-04-07,2104,A,79,6.1NRT,292.5,44.75,D
38.82274,-96.96497,325.7,1.87,1.34,2025-04-07,2104,A,82,6.1NRT,294.3,49.9,D
38.88179,-96.39742,313.54,2.03,1.39,2025-04-07,2104,A,70,6.1NRT,291.24,24.92,D
38.8959,-96.37586,310.38,2.04,1.39,2025-04-07,2104,A,59,6.1NRT,292.37,16.7,D
38.89402,-96.39906,344.32,2.03,1.39,2025-04-07,2104,A,93,6.1NRT,294.32,134.07,D
38.90147,-96.60518,310.29,1.97,1.37,2025-04-07,2104,A,64,6.1NRT,291.48,20.15,D
38.89959,-96.6273,305.19,1.96,1.37,2025-04-07,2104,A,44,6.1NRT,291.38,10.91,D
38.89212,-96.71492,311.13,1.94,1.36,2025-04-07,2104,A,65,6.1NRT,292.19,19.9,D
38.89026,-96.73666,310.57,1.93,1.36,2025-04-07,2104,A,64,6.1NRT,292.1,18.57,D
38.96243,-96.17272,307.67,2.1,1.41,2025-04-07,2104,A,58,6.1NRT,293.06,13.81,D
38.96047,-96.19632,311.57,2.09,1.41,2025-04-07,2104,A,68,6.1NRT,292.84,21.44,D
39.00859,-96.08693,323.53,2.13,1.42,2025-04-07,2104,A,50,6.1NRT,293.58,50.06,D
38.97964,-96.59824,349.02,1.98,1.37,2025-04-07,2104,A,95,6.1NRT,295.32,149.52,D
38.97778,-96.62057,342.06,1.97,1.37,2025-04-07,2104,A,92,6.1NRT,294.04,113.45,D
38.99174,-96.5998,318.79,1.98,1.37,2025-04-07,2104,A,40,6.1NRT,293.85,31.99,D
38.98985,-96.62222,318.1,1.97,1.37,2025-04-07,2104,A,42,6.1NRT,292.54,30.12,D
39.04808,-96.06737,326.43,2.14,1.42,2025-04-07,2104,A,83,6.1NRT,293.14,66.38,D
39.04615,-96.09128,307.74,2.13,1.42,2025-04-07,2104,A,60,6.1NRT,291.96,14.86,D
